"chemical_input_pkey","study_year","treatment_fkey","treatment","treatment_long","crop","blocks","chemical_purpose","application_timing","application_date","application_mode","trade_name","active_ingredient","active_ingredient_concentration_value","active_ingredient_concentration_unit","application_rate_value_active_ingredient","application_rate_unit_active_ingredient","reference_chemical","application_rate_of_reference_chemical_value","application_rate_of_reference_chemical_unit","tractor","implement","original_entry","comment"
493,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2024-04-15,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"RoGator RG1100 self-propelled sprayer","P, K and S applied to all plots. RoGator 1100 was used. DAP, potash and elemental sulfur were applied at the following rates: P2O5: 60 lbs/ac, K2O: 60 lbs/ac, S: 20 lbs/ac.",NA
494,"2024",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2024-04-15,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"RoGator RG1100 self-propelled sprayer","P, K and S applied to all plots. RoGator 1100 was used. DAP, potash and elemental sulfur were applied at the following rates: P2O5: 60 lbs/ac, K2O: 60 lbs/ac, S: 20 lbs/ac.",NA
495,"2024",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2024-04-30,"broadcast","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",100,"lb_per_ac",NA,"John Deere 412R self-propelled sprayer","Nitrogen applied to all PF plots. John Deere 412R sprayer was used. UAN-32 applied at 100 lbs/ac.",NA
496,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2024-05-29,"broadcast","Glystar","glyphosate",41,"percent",36,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Rye sampled in all CCW plots. 4x 0.20 m^2 quadrats were sampled per plot. Burndown herbicide applied to all corn and soybean plots. Glystar was applied at 36 oz/ac. John Deere 412R sprayer was used.",NA
497,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-05-29,"broadcast","Glystar","glyphosate",41,"percent",36,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Rye sampled in all CCW plots. 4x 0.20 m^2 quadrats were sampled per plot. Burndown herbicide applied to all corn and soybean plots. Glystar was applied at 36 oz/ac. John Deere 412R sprayer was used.",NA
498,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-05-29,"broadcast","Glystar","glyphosate",41,"percent",36,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Rye sampled in all CCW plots. 4x 0.20 m^2 quadrats were sampled per plot. Burndown herbicide applied to all corn and soybean plots. Glystar was applied at 36 oz/ac. John Deere 412R sprayer was used.",NA
499,"2024",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","pre-emergence",2024-05-29,"broadcast","Glystar","glyphosate",41,"percent",36,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Rye sampled in all CCW plots. 4x 0.20 m^2 quadrats were sampled per plot. Burndown herbicide applied to all corn and soybean plots. Glystar was applied at 36 oz/ac. John Deere 412R sprayer was used.",NA
500,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2024-05-31,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 7230R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer P08075Q seeded at 36,000 seeds/ac. John Deere 7230R tractor and John Deere 1770NT 12 row planter were used. 75 lbs/ac of N (UAN-32) was applied at planting to all corn plots.",NA
501,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2024-05-31,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 7230R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer P08075Q seeded at 36,000 seeds/ac. John Deere 7230R tractor and John Deere 1770NT 12 row planter were used. 75 lbs/ac of N (UAN-32) was applied at planting to all corn plots.",NA
502,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2024-05-31,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 7230R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer P08075Q seeded at 36,000 seeds/ac. John Deere 7230R tractor and John Deere 1770NT 12 row planter were used. 75 lbs/ac of N (UAN-32) was applied at planting to all corn plots.",NA
503,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Roundup","glyphosate",NA,NA,28,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
504,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Roundup","glyphosate",NA,NA,28,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
505,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Roundup","glyphosate",NA,NA,28,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
506,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Verdict","saflufenacil + dimethenamid-P",NA,NA,12,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
507,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Verdict","saflufenacil + dimethenamid-P",NA,NA,12,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
508,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2024-06-03,"broadcast","Verdict","saflufenacil + dimethenamid-P",NA,NA,12,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Pre-emergent herbicide was applied to all corn plots. Verdict applied at 15oz/ac + Roundup applied at 28 oz/ac. John Deere 412R sprayer was used.",NA
509,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2024-06-25,"broadcast","Liberty","glufosinate-ammonium",24.5,"percent",32,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post-emergence herbicide applied to all corn and soybean plots. Liberty applied at 32 oz/ac. John Deere 412R sprayer was used.",NA
510,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2024-06-25,"broadcast","Liberty","glufosinate-ammonium",24.5,"percent",32,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post-emergence herbicide applied to all corn and soybean plots. Liberty applied at 32 oz/ac. John Deere 412R sprayer was used.",NA
511,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2024-06-25,"broadcast","Liberty","glufosinate-ammonium",24.5,"percent",32,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post-emergence herbicide applied to all corn and soybean plots. Liberty applied at 32 oz/ac. John Deere 412R sprayer was used.",NA
512,"2024",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2024-06-25,"broadcast","Liberty","glufosinate-ammonium",24.5,"percent",32,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post-emergence herbicide applied to all corn and soybean plots. Liberty applied at 32 oz/ac. John Deere 412R sprayer was used.",NA
513,"2024",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2024-06-27,"sidedress","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",95,"lb_per_ac","John Deere 8R 410","AgSystems side dresser","Nitrogen sidedress applied to all corn plots. C2: 85 lbs/ac     CC: 95 lbs/ac     CCW: 95 lbs/ac. Historical data was used to determine rates. John Deere 4108R tractor and AgSystems sidedress rig was used.",NA
514,"2024",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2024-06-27,"sidedress","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",95,"lb_per_ac","John Deere 8R 410","AgSystems side dresser","Nitrogen sidedress applied to all corn plots. C2: 85 lbs/ac     CC: 95 lbs/ac     CCW: 95 lbs/ac. Historical data was used to determine rates. John Deere 4108R tractor and AgSystems sidedress rig was used.",NA
515,"2024",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2024-06-27,"sidedress","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",85,"lb_per_ac","John Deere 8R 410","AgSystems side dresser","Nitrogen sidedress applied to all corn plots. C2: 85 lbs/ac     CC: 95 lbs/ac     CCW: 95 lbs/ac. Historical data was used to determine rates. John Deere 4108R tractor and AgSystems sidedress rig was used.",NA
516,"2024",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2024-07-18,"broadcast","Enlist One + Clethodim","glufosinate",NA,NA,NA,NA,NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post-emergence herbicide applied to all soybean plots. Enlist One + Clethdin was applied. John Deere 412R sprayer was used.",NA
517,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","monoammonium phosphate (NH4)2(H2PO4)",40,"percent",188,"lb_per_ac","phosphorus pentoxide (P2O5)",NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
518,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","sulphur (S)",10,"percent",188,"lb_per_ac",NA,NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
519,"2025",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","monoammonium phosphate (NH4)2(H2PO4)",40,"percent",188,"lb_per_ac","phosphorus pentoxide (P2O5)",NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
520,"2025",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","sulphur (S)",10,"percent",188,"lb_per_ac",NA,NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
521,"2025",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","monoammonium phosphate (NH4)2(H2PO4)",40,"percent",188,"lb_per_ac","phosphorus pentoxide (P2O5)",NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
522,"2025",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","sulphur (S)",10,"percent",188,"lb_per_ac",NA,NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
523,"2025",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","monoammonium phosphate (NH4)2(H2PO4)",40,"percent",188,"lb_per_ac","phosphorus pentoxide (P2O5)",NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
524,"2025",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","MicroEssentials S10","sulphur (S)",10,"percent",188,"lb_per_ac",NA,NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
525,"2025",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2025-04-11,"spreader","MicroEssentials S10","monoammonium phosphate (NH4)2(H2PO4)",40,"percent",188,"lb_per_ac","phosphorus pentoxide (P2O5)",NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
526,"2025",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2025-04-11,"spreader","MicroEssentials S10","sulphur (S)",10,"percent",188,"lb_per_ac",NA,NA,NA,NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
527,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",100,"lb_per_ac",NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
528,"2025",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",100,"lb_per_ac",NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
529,"2025",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",100,"lb_per_ac",NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
530,"2025",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2025-04-11,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",100,"lb_per_ac",NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
531,"2025",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2025-04-11,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,NA,NA,"potassium oxide (K2O)",100,"lb_per_ac",NA,NA,"P, K and S fertilizer applied to all plots except the unfertilzed prairie. MES10 applied to all plots (except P plots) at 188 lbs/ac. MOP applied to all plots (except P plots) at 100 lbs/ac.",NA
532,"2025",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2025-04-30,"broadcast","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",100,"lb_per_ac",NA,"John Deere 412R self-propelled sprayer","N applied to all PF plots. 100 lbs/ac of N (UAN-32) was applied. John Deere 412R sprayer was used.",NA
533,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2025-05-12,"broadcast","Glystar","glyphosate",41,"percent",32,"oz_per_ac",NA,NA,NA,NA,"Spra-Coupe self-propelled sprayer","Burndown herbicide applied to all corn and soybean plots. Glystar applied at 32 oz/ac, SpraCouple was used.",NA
534,"2025",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2025-05-12,"broadcast","Glystar","glyphosate",41,"percent",32,"oz_per_ac",NA,NA,NA,NA,"Spra-Coupe self-propelled sprayer","Burndown herbicide applied to all corn and soybean plots. Glystar applied at 32 oz/ac, SpraCouple was used.",NA
535,"2025",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2025-05-12,"broadcast","Glystar","glyphosate",41,"percent",32,"oz_per_ac",NA,NA,NA,NA,"Spra-Coupe self-propelled sprayer","Burndown herbicide applied to all corn and soybean plots. Glystar applied at 32 oz/ac, SpraCouple was used.",NA
536,"2025",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","pre-emergence",2025-05-12,"broadcast","Glystar","glyphosate",41,"percent",32,"oz_per_ac",NA,NA,NA,NA,"Spra-Coupe self-propelled sprayer","Burndown herbicide applied to all corn and soybean plots. Glystar applied at 32 oz/ac, SpraCouple was used.",NA
537,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2025-05-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 8R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer PO8527V seeded at 36,000 seeds/ac at 2"" depth. 75 lbs/ac of N was added to all corn plots at planting. John Deere 8R tractor and John Deere 1770NT 12 row planter were used.",NA
538,"2025",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-05-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 8R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer PO8527V seeded at 36,000 seeds/ac at 2"" depth. 75 lbs/ac of N was added to all corn plots at planting. John Deere 8R tractor and John Deere 1770NT 12 row planter were used.",NA
539,"2025",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2025-05-16,"injection","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",75,"lb_per_ac","John Deere 8R","John Deere 1770NT planter (12-row)","Corn planted in all corn plots. Pioneer PO8527V seeded at 36,000 seeds/ac at 2"" depth. 75 lbs/ac of N was added to all corn plots at planting. John Deere 8R tractor and John Deere 1770NT 12 row planter were used.",NA
540,"2025",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2025-05-29,"broadcast","Callisto","mesotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,NA,"John Deere 412R self-propelled sprayer","Post emergence herbicide applied to all corn plots. Smack down applied at 2.5pt/ac + Glyphosate at 24 oz/ac + Callisto at 3oz/ac + Atrazine at 0.25 lbs/ac. John Deere 412R sprayer was used.",NA
